Id,Season,SiteId,Site,Nestbox,CH1903X,CH1903Y,CH1903Altitude,WGS84Latitude,WGS84Longitude,WGS84Altitude,LayingDate,LayingDateErrorMargin,PredictedLayingDate,PredictedLayingDateErrorMargin,MaleRing,FemaleRing,FailureReason,FailureDate,SizeOriginally,SizeAfterCrossFostering,IncompleteEggCount,HatchSizeBiolObserved,HatchSizeBiolSupposed,HatchSizeRaisedObserved,HatchSizeRaisedSupposed,UnhatchedEggs,InfertileEggs,DeadEmbryos,AbandonedEggs,BrokenEggs,Fledglings,AnnClutchBySite,AnnClutchByMale,AnnClutchByFemale,CrossFostered,CrossFosteredPartial,ClutchIdRaised1,ClutchIdRaised2,ClutchIdRaised3,EggsTakenForCrossFostering,CrossFosteringType,SuccessfulClutchNumberByNestbox,SuccessfulClutchNumberBySite,SuccessfulClutchNumberByMaleRing,SuccessfulClutchNumberByFemaleRing,AttemptedClutchNumberByNestbox,AttemptedClutchNumberBySite,AttemptedClutchNumberByMaleRing,AttemptedClutchNumberByFemaleRing,BornEggs,BornAliveEggs,BornDeadEggs,BornDeadEggsUnspecified,BornDeadEggsInfertile,BornDeadEggsEmbryo,BornDeadEggsAbandoned,BornDeadEggsBroken,BornUnobservedEggs,RaisedEggs,RaisedAliveEggs,RaisedDeadEggs,RaisedDeadEggsUnspecified,RaisedDeadEggsInfertile,RaisedDeadEggsEmbryo,RaisedDeadEggsAbandoned,RaisedDeadEggsBroken,RaisedUnobservedEggs,BornBirds,BornNestlingsEstimated,BornNestlingsObserved,BornFledglingsEstimated,BornFledglingsObserved,BornAdultsEstimated,BornAdultsObserved,HatchBirds,HatchNestlingsEstimated,HatchNestlingsObserved,HatchFledglingsEstimated,HatchFledglingsObserved,HatchAdultsEstimated,HatchAdultsObserved,RaisedBirds,RaisedNestlingsEstimated,RaisedNestlingsObserved,RaisedFledglingsEstimated,RaisedFledglingsObserved,RaisedAdultsEstimated,RaisedAdultsObserved
2164,2020,193,Vuibroye Crépillau 1,193,,,,,,,20/04/2020,,20/04/2020,2,891906,M043010,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0
2165,2020,151,Ecublens-sur-Rue9,151,,,,,,,15/04/2020,,10/04/2020,2,M022947,M043631,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,3,3,2,2,2,1,3,3,3,2,2,2,1,3,3,3,2,2,2,1
2166,2020,575,Bremblens village,575,,,,,,,17/04/2020,,,,,,Unspecified,30/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,0,5,0,5,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2020,640,Senarclens Soveillame,640,,,,,,,21/04/2020,,24/04/2020,2,M043980,M043016,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,3,2,0,2,0,0,0,0,5,3,2,0,2,0,0,0,0,3,3,3,3,2,3,1,3,3,3,3,2,3,1,3,3,3,3,2,3,1
2168,2020,471,Oppens Le Clamelet,471B,,,,,,,11/04/2020,1,10/04/2020,2,,M004209,Unspecified,05/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,4,1,0,1,0,0,0,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,2020,658,Goumoens-la-Ville Jacquier,658,,,,,,,23/04/2020,,16/04/2020,1,M043834,M037877,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,3,3,1,3,0,3,3,3,3,1,3,0,3,3,3,3,1,3,0
2170,2020,635,La Chaux Petite Grange,635,,,,,,,26/03/2020,,26/03/2020,3,M043034,M042143,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,2,6,6,0,0,0,0,0,0,2,6,6,6,6,4,5,1,6,6,6,6,4,5,1,6,6,6,6,4,5,1
2171,2020,450,Penthéréaz Le Crépon,450,,,,,,,16/04/2020,1,,,,,Unspecified,08/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,0,5,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,2020,44,Dompierre Nveaux,44A,,,,,,,18/04/2020,,23/04/2020,2,M043118,M040783,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,2,3,0,1,2,0,0,0,5,2,3,0,1,2,0,0,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0,2,2,2,2,1,2,0
2174,2020,22,Cheyres,22,,,,,,,23/04/2020,,23/04/2020,3,,M043017,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,,1,4,3,1,0,1,0,0,0,0,4,3,1,0,1,0,0,0,0,3,3,3,2,1,2,0,3,3,3,2,1,2,0,3,3,3,2,1,2,0
2175,2020,401,Villars-Epeney La Côte,401,,,,,,,07/05/2020,,09/05/2020,3,M043150,M037779,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,7,4,4,4,1,7,7,7,4,4,4,1,7,7,7,4,4,4,1
2176,2020,433,Démoret Frémerin,433,,,,,,,26/04/2020,,26/04/2020,3,M040626,M043982,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0
2177,2020,454,Goumoens-la-Ville La Rippe,454,,,,,,,10/05/2020,,10/05/2020,1,M043834,M033872,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,8,7,3,7,0,8,8,8,7,3,7,0,8,8,8,7,3,7,0
2178,2020,292,Orbe Vaux Vully,292B,,,,,,,26/03/2020,,20/03/2020,6,M040662,M043018,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,2,6,6,0,0,0,0,0,0,2,5,5,5,4,2,4,0,5,5,5,4,2,4,0,5,5,5,4,2,4,0
2179,2020,91,Payerne Chomiau,91A,,,,,,,29/03/2020,,27/03/2020,1,M040812,M043696,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,1,5,5,5,5,3,5,0,5,5,5,5,3,5,0,5,5,5,5,3,5,0
2180,2020,279,Orny02 Les Saugeons,279B,,,,,,,29/03/2020,,02/04/2020,4,M037622,M043872,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,6,1,0,0,1,0,0,1,7,6,1,0,0,1,0,0,1,6,6,6,6,3,6,1,6,6,6,6,3,6,1,6,6,6,6,3,6,1
2181,2020,411,Corcelles-sur-Chavornay Pré Verly Vétoche,411,,,,,,,29/03/2020,,30/03/2020,4,M040628,M040627,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0
2183,2020,5,Avenches Paquis,5,,,,,,,06/05/2020,2,06/05/2020,2,,M031914,Unspecified,17/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2020,126,Wallenried F,126,,,,,,,06/05/2020,,04/05/2020,2,M040725,M040825,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,7,5,5,5,1,7,7,7,5,5,5,1,7,7,7,5,5,5,1
2185,2020,41,Domdidier Jordan,41A,,,,,,,06/05/2020,,06/05/2020,1,M040910,M040856,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,6,5,6,0,6,6,6,6,5,6,0,6,6,6,6,5,6,0
2186,2020,183,Vallamand-Dessous Petit-Lac58,183,,,,,,,01/05/2020,3,01/05/2020,3,M040823,M040824,Unspecified,11/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,0,5,0,0,5,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2020,54,Friques,54A,,,,,,,28/04/2020,,29/04/2020,2,M043042,M043041,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,5,5,5,2,6,6,6,5,5,5,2,6,6,6,5,5,5,2
2188,2020,55,Gletterens,55B,,,,,,,11/05/2020,,13/05/2020,1,M040860,M040677,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,5,2,0,0,2,0,0,0,7,5,2,0,0,2,0,0,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0
2189,2020,37,Curtilles Prevondens,37B,,,,,,,10/05/2020,,04/05/2020,2,M043891,M033889,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,7,7,7,5,4,5,1,7,7,7,5,4,5,1,7,7,7,5,4,5,1
2190,2020,173,Salavaux Broye,173B,,,,,,,01/05/2020,,29/04/2020,4,M036984,M040688,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,4,1,0,1,0,0,0,0,5,4,1,0,1,0,0,0,0,4,4,4,4,3,3,0,4,4,4,4,3,3,0,4,4,4,4,3,3,0
2191,2020,118,Vers-Chez-Perrin,118A,,,,,,,21/05/2020,2,21/05/2020,2,,,Unspecified,25/05/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,2020,474,Dizy,474,,,,,,,08/05/2020,,02/05/2020,2,M033876,M036866,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,8,7,6,7,2,8,8,8,7,6,7,2,8,8,8,7,6,7,2
2193,2020,99994,GuevauxChateau,99994,,,,,,,30/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1
2194,2020,575,Bremblens village,575,,,,,,,04/05/2020,,04/05/2020,1,M042226,M036859,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,6,6,6,3,0,3,0,6,6,6,3,0,3,0,6,6,6,3,0,3,0
2195,2020,20,Chesard,20B,,,,,,,04/05/2020,,05/05/2020,2,M042094,M043679,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1
2196,2020,1082,Morens,1082B,,,,,,,05/05/2020,,06/05/2020,2,M043828,M040655,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,5,3,5,0,5,5,5,5,3,5,0,5,5,5,5,3,5,0
2197,2020,171,Ressudens Croisée,171,,,,,,,03/05/2020,,06/05/2020,2,M040904,M040838,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,4,1,0,0,0,0,1,0,5,4,1,0,0,0,0,1,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,4,4,4,0,4,0
2198,2020,224,Essert-Pittet Les Vernes /autoroute,224A,,,,,,,15/05/2020,,12/05/2020,1,M047510,M043261,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,2,3,0,2,1,0,0,0,5,2,3,0,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2199,2020,42,Domdidier Plaine,42,,,,,,,28/05/2020,,21/05/2020,2,M043830,M040122,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,8,7,1,0,0,1,0,0,0,8,7,1,0,0,1,0,0,0,7,7,7,4,3,4,1,7,7,7,4,3,4,1,7,7,7,4,3,4,1
2200,2020,411,Corcelles-sur-Chavornay Pré Verly Vétoche,411,,,,,,,22/05/2020,,22/05/2020,1,,M040627,Unspecified,25/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,5,2,3,0,3,0,0,0,0,5,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,2020,577,Colombier La Croix,577,,,,,,,20/05/2020,,24/05/2020,1,M038321,M043630,Unspecified,02/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,11,9,2,0,2,0,0,0,5,11,9,2,0,2,0,0,0,5,9,9,9,7,5,7,0,9,9,9,7,5,7,0,9,9,9,7,5,7,0
2202,2020,461,Ins Birkehof,461,,,,,,,04/06/2020,,04/06/2020,1,,M040722,Unspecified,15/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,7,0,7,0,0,0,7,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2020,261,Suscévaz village,261,,,,,,,15/05/2020,,15/05/2020,1,,M043289,Unspecified,09/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,4,1,0,0,1,0,0,0,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,2020,413,Essertines-sur-Yverdon Les Creuses,413,,,,,,,10/06/2020,,10/06/2020,1,,M043947,Unspecified,22/07/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,0,6,0,0,6,0,0,0,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,2020,470,Ecublens EPFL,470,,,,,,,07/06/2020,,11/06/2020,1,M038472,M037594,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,5,3,5,0,5,5,5,5,3,5,0,5,5,5,5,3,5,0
2206,2020,444,Arnex millieu du village 9,444,,,,,,,24/05/2020,,27/05/2020,5,M047543,M043987,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,5,1,0,0,1,0,0,0,6,5,1,0,0,1,0,0,0,5,5,5,5,4,5,0,5,5,5,5,4,5,0,5,5,5,5,4,5,0
2207,2020,442,Penthalaz Ravary,442B,,,,,,,05/06/2020,,01/06/2020,2,,M043945,Unspecified,02/08/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,7,0,0,0,0,7,7,7,0,0,0,0,7,7,7,0,0,0,0
2208,2020,471,Oppens Le Clamelet,471B,,,,,,,21/05/2020,,19/05/2020,2,M042765,M004209,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,8,6,2,0,0,2,0,0,1,8,6,2,0,0,2,0,0,1,6,6,6,5,5,5,0,6,6,6,5,5,5,0,6,6,6,5,5,5,0
2209,2020,9,Bellechasse,9B,,,,,,,20/04/2020,,,,M036693,M043820,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,3,3,3,2,3,0,3,3,3,3,2,3,0,3,3,3,3,2,3,0
2210,2020,104,Salavaux T,104A,,,,,,,30/06/2020,,26/06/2020,2,M026276,M040081,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,6,6,6,5,3,5,0,6,6,6,5,3,5,0,6,6,6,5,3,5,0
2211,2020,46,Eissy,46A,,,,,,,03/07/2020,,30/06/2020,2,M031950,M028913,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,6,5,1,0,0,1,0,0,0,6,5,1,0,0,1,0,0,0,5,5,5,3,1,3,0,5,5,5,3,1,3,0,5,5,5,3,1,3,0
2212,2020,92,Payerne Gare,92A,,,,,,,06/07/2020,,30/06/2020,2,M040590,M028938,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,8,4,4,0,0,4,0,0,0,8,4,4,0,0,4,0,0,0,3,3,3,2,1,2,1,3,3,3,2,1,2,1,3,3,3,2,1,2,1
2213,2020,472,Echallens Planche,472,,,,,,,06/07/2020,,02/07/2020,3,M043950,M043628,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,8,8,8,4,2,4,0,8,8,8,4,2,4,0,8,8,8,4,2,4,0
2214,2020,480,Eclépens Guébettes,480,,,,,,,02/07/2020,,02/07/2020,2,M032315,M043642,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,8,6,2,0,2,0,0,0,0,8,6,2,0,2,0,0,0,0,4,4,4,4,2,4,0,4,4,4,4,2,4,0,4,4,4,4,2,4,0
2215,2020,203,Belmont s/Yverdon Le Marais,203B,,,,,,,29/06/2020,,03/07/2020,2,M040962,M037656,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,8,6,3,6,0,8,8,8,6,3,6,0,8,8,8,6,3,6,0
2216,2020,195,Mauguettaz Nveaux,195B,,,,,,,29/06/2020,,03/07/2020,1,M047592,M043825,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0,5,5,5,4,3,4,0
2217,2020,292,Orbe Vaux Vully,292A,,,,,,,03/07/2020,,03/07/2020,1,M040662,M043018,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,8,6,2,0,2,0,0,0,0,8,6,2,0,2,0,0,0,0,5,5,5,3,2,3,1,5,5,5,3,2,3,1,5,5,5,3,2,3,1
2218,2020,8,Avenches Vuagere,8A,,,,,,,06/07/2020,,04/07/2020,1,M040797,M040796,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,5,1,5,0,6,6,6,5,1,5,0,6,6,6,5,1,5,0
2219,2020,94,Planches,94B,,,,,,,04/07/2020,,04/07/2020,1,M032400,M021142,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,7,6,1,0,0,1,0,0,0,7,6,1,0,0,1,0,0,0,4,4,4,3,1,3,0,4,4,4,3,1,3,0,4,4,4,3,1,3,0
2220,2020,439,Villars-le-Terroir Mordagnon,439,,,,,,,04/07/2020,,05/07/2020,3,M043834,M037877,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1,3,2,8,5,3,0,2,1,0,0,0,8,5,3,0,2,1,0,0,0,5,5,5,4,2,4,0,5,5,5,4,2,4,0,5,5,5,4,2,4,0
2221,2020,411,Corcelles-sur-Chavornay Pré Verly Vétoche,411,,,,,,,08/07/2020,,06/07/2020,1,M040628,M040627,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,2,3,7,5,2,0,0,1,0,1,0,7,5,2,0,0,1,0,1,0,4,4,4,3,1,3,0,4,4,4,3,1,3,0,4,4,4,3,1,3,0
2222,2020,91,Payerne Chomiau,91B,,,,,,,07/07/2020,,06/07/2020,1,M040812,M038287,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,8,7,1,0,0,0,0,1,0,8,7,1,0,0,0,0,1,0,6,6,6,5,2,5,0,6,6,6,5,2,5,0,6,6,6,5,2,5,0
2223,2020,479,Ferme de Faraz,479,,,,,,,03/07/2020,,07/07/2020,1,M043949,M043598,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,5,3,3,2,0,5,5,5,3,3,2,0,5,5,5,3,3,2,0
2224,2020,279,Orny02 Les Saugeons,279A,,,,,,,11/07/2020,,08/07/2020,1,M037622,M043643,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,9,6,3,0,1,1,0,1,0,9,6,3,0,1,1,0,1,0,4,4,4,3,3,3,0,4,4,4,3,3,3,0,4,4,4,3,3,3,0
2225,2020,6,Avenches Rueyres,6,,,,,,,26/05/2020,,,,,M031914,Unspecified,23/06/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,11,0,11,0,11,0,0,0,0,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,2020,138,Chapelle 37,138,,,,,,,12/07/2020,,11/07/2020,1,,,Unspecified,05/08/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,0,5,0,0,2,3,0,0,5,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,2020,487,Daillens,487,,,,,,,17/07/2020,,11/07/2020,1,M043641,M043759,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,2,1,7,6,1,0,1,0,0,0,0,7,6,1,0,1,0,0,0,0,4,4,4,3,1,2,0,4,4,4,3,1,2,0,4,4,4,3,1,2,0
2228,2020,136,Bussy-Sur-Moudon 14,136,,,,,,,13/07/2020,,13/07/2020,3,,,Unspecified,23/08/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,8,0,8,0,0,8,0,0,0,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,2020,158,"Granges-des-Bois, dessus",158,,,,,,,11/07/2020,,13/07/2020,2,M037870,M032086,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,4,1,0,1,0,0,0,0,5,4,1,0,1,0,0,0,0,4,4,4,4,3,4,1,4,4,4,4,3,4,1,4,4,4,4,3,4,1
2230,2020,167,Mussillens 40,167A,,,,,,,14/07/2020,,13/07/2020,2,M040587,M040654,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,2,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,4,3,2,3,1,4,4,4,3,2,3,1,4,4,4,3,2,3,1
2231,2020,410,Chavornay Le Chêne,410,,,,,,,14/07/2020,,13/07/2020,1,M047600,M040670,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,8,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,7,7,7,4,4,4,0,7,7,7,4,4,4,0,7,7,7,4,4,4,0
2232,2020,289,Ependes Grand Marais,289,,,,,,,18/07/2020,,16/07/2020,1,,M043289,Unspecified,05/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,6,5,1,0,1,0,0,0,0,6,5,1,0,1,0,0,0,0,3,3,3,0,0,0,0,3,3,3,0,0,0,0,3,3,3,0,0,0,0
2233,2020,569,Senarclens village,569B,,,,,,,09/07/2020,,16/07/2020,2,M043980,M043016,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,7,3,4,0,3,0,0,1,0,7,3,4,0,3,0,0,1,0,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,0
2234,2020,205,Orbe Bochuz,205A,,,,,,,19/07/2020,,18/07/2020,1,M047510,M043261,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,6,4,2,0,2,0,0,0,0,6,4,2,0,2,0,0,0,0,4,4,4,4,3,4,0,4,4,4,4,3,4,0,4,4,4,4,3,4,0
2235,2020,478,Moiry ferme bio,478,,,,,,,22/07/2020,,19/07/2020,1,,M036868,Unspecified,05/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,7,6,1,0,0,1,0,0,0,7,6,1,0,0,1,0,0,0,3,3,3,0,0,0,0,3,3,3,0,0,0,0,3,3,3,0,0,0,0
2236,2020,103,Salavaux GrandJean,103B,,,,,,,27/07/2020,,25/07/2020,3,M036984,M040688,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,6,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,3,3,1,1,0,0,3,3,3,1,1,0,0,3,3,3,1,1,0,0
2237,2020,407,Valeyres-sous-Ursins village,407,,,,,,,26/07/2020,,26/07/2020,3,,M043947,Unspecified,04/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,6,0,6,0,0,5,0,1,0,6,0,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,2020,252,Pampigny Riond Bosson,252,,,,,,,01/08/2020,,04/08/2020,1,M043116,M043650,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,6,5,1,0,0,1,0,0,0,6,5,1,0,0,1,0,0,0,2,2,2,1,1,1,0,2,2,2,1,1,1,0,2,2,2,1,1,1,0
2239,2020,6,Avenches Rueyres,6,,,,,,,18/07/2020,,11/07/2020,3,,M031914,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,2,,4,11,1,10,0,10,0,0,0,0,11,1,10,0,10,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
2240,2020,131,Bellerive LesChassagnes53,131,,,,,,,28/07/2020,,28/07/2020,3,,M040784,Unspecified,07/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,6,0,6,0,0,0,6,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
